date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:22:20	23440/23440	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2009:02:40%20GMT	https://pixner.net/revest/revest/terms-conditions.html	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/terms-conditions.html	(from https://pixner.net/revest/revest/index.html)
10:22:20	23397/23397	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2009:02:40%20GMT	https://pixner.net/revest/revest/privacy-policy.html	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/privacy-policy.html	(from https://pixner.net/revest/revest/index.html)
10:22:20	23393/23393	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2009:02:40%20GMT	https://pixner.net/revest/revest/cookie-policy.html	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/cookie-policy.html	(from https://pixner.net/revest/revest/index.html)
10:22:21	69684/69684	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2009:02:40%20GMT	https://pixner.net/revest/revest/support.html	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/support.html	(from https://pixner.net/revest/revest/index.html)
10:22:21	4351/4351	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20May%202022%2005:05:14%20GMT	https://pixner.net/revest/revest/404.html	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/404.html	(from https://pixner.net/revest/revest/index.html)
10:22:21	35355/35355	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2009:02:40%20GMT	https://pixner.net/revest/revest/contact-us.html	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/contact-us.html	(from https://pixner.net/revest/revest/index.html)
10:22:22	112252/112252	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2001:06:14%20GMT	https://pixner.net/revest/revest/assets/images/hero/light-bg.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/hero/light-bg.png	(from https://pixner.net/revest/revest/index.html)
10:22:23	26376/26376	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2001:06:14%20GMT	https://pixner.net/revest/revest/assets/images/hero/hero-illustration.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/hero/hero-illustration.png	(from https://pixner.net/revest/revest/index.html)
10:22:24	82785/82785	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Apr%202022%2001:45:46%20GMT	https://pixner.net/revest/revest/assets/images/property/los.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/los.png	(from https://pixner.net/revest/revest/index.html)
10:22:25	591/591	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:34:42%20GMT	https://pixner.net/revest/revest/assets/images/home.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/home.png	(from https://pixner.net/revest/revest/index.html)
10:22:25	80901/80901	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Apr%202022%2001:45:46%20GMT	https://pixner.net/revest/revest/assets/images/property/san.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/san.png	(from https://pixner.net/revest/revest/index.html)
10:22:27	98793/98793	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Apr%202022%2001:45:46%20GMT	https://pixner.net/revest/revest/assets/images/property/weldon.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/weldon.png	(from https://pixner.net/revest/revest/index.html)
10:22:28	98793/98793	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Apr%202022%2001:45:46%20GMT	https://pixner.net/revest/revest/assets/images/property/lily.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/lily.png	(from https://pixner.net/revest/revest/index.html)
10:22:29	687468/687468	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Apr%202022%2001:44:56%20GMT	https://pixner.net/revest/revest/assets/images/property/grid-one.jpg	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/grid-one.jpg	(from https://pixner.net/revest/revest/index.html)
10:22:30	544465/544465	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Apr%202022%2001:44:58%20GMT	https://pixner.net/revest/revest/assets/images/property/grid-two.jpg	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/grid-two.jpg	(from https://pixner.net/revest/revest/index.html)
10:22:31	1093266/1093266	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Apr%202022%2001:44:58%20GMT	https://pixner.net/revest/revest/assets/images/property/grid-three.jpg	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/grid-three.jpg	(from https://pixner.net/revest/revest/index.html)
10:22:32	652630/652630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Apr%202022%2001:44:56%20GMT	https://pixner.net/revest/revest/assets/images/property/grid-four.jpg	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/grid-four.jpg	(from https://pixner.net/revest/revest/index.html)
10:22:33	824109/824109	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Apr%202022%2001:44:56%20GMT	https://pixner.net/revest/revest/assets/images/property/grid-five.jpg	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/grid-five.jpg	(from https://pixner.net/revest/revest/index.html)
10:22:34	544465/544465	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Apr%202022%2001:44:58%20GMT	https://pixner.net/revest/revest/assets/images/property/grid-six.jpg	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/property/grid-six.jpg	(from https://pixner.net/revest/revest/index.html)
10:22:34	3158/3158	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:46:12%20GMT	https://pixner.net/revest/revest/assets/images/overview/passive-income.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/overview/passive-income.png	(from https://pixner.net/revest/revest/index.html)
10:22:35	1823/1823	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:46:10%20GMT	https://pixner.net/revest/revest/assets/images/overview/secure.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/overview/secure.png	(from https://pixner.net/revest/revest/index.html)
10:22:36	1639/1639	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:46:10%20GMT	https://pixner.net/revest/revest/assets/images/overview/transparency.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/overview/transparency.png	(from https://pixner.net/revest/revest/index.html)
10:22:37	1736/1736	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:46:10%20GMT	https://pixner.net/revest/revest/assets/images/overview/support.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/overview/support.png	(from https://pixner.net/revest/revest/index.html)
10:22:38	13970/13970	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:42:42%20GMT	https://pixner.net/revest/revest/assets/images/step/start-bg.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/step/start-bg.png	(from https://pixner.net/revest/revest/index.html)
10:22:38	3487/3487	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:42:42%20GMT	https://pixner.net/revest/revest/assets/images/step/browse.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/step/browse.png	(from https://pixner.net/revest/revest/index.html)
10:22:39	4799/4799	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:42:42%20GMT	https://pixner.net/revest/revest/assets/images/step/invest.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/step/invest.png	(from https://pixner.net/revest/revest/index.html)
10:22:40	3200/3200	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:42:42%20GMT	https://pixner.net/revest/revest/assets/images/step/earn.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/step/earn.png	(from https://pixner.net/revest/revest/index.html)
10:22:40	24998/24998	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:38:54%20GMT	https://pixner.net/revest/revest/assets/images/video-illustration.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/video-illustration.png	(from https://pixner.net/revest/revest/index.html)
10:22:41	19791/19791	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:34:42%20GMT	https://pixner.net/revest/revest/assets/images/globe.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/globe.png	(from https://pixner.net/revest/revest/index.html)
10:22:42	2031/2031	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:38:12%20GMT	https://pixner.net/revest/revest/assets/images/platforms.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/platforms.png	(from https://pixner.net/revest/revest/index.html)
10:22:42	4100/4100	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:38:12%20GMT	https://pixner.net/revest/revest/assets/images/returns.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/returns.png	(from https://pixner.net/revest/revest/index.html)
10:22:43	1001/1001	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:34:42%20GMT	https://pixner.net/revest/revest/assets/images/experience.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/experience.png	(from https://pixner.net/revest/revest/index.html)
10:22:44	30750/30750	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:42:06%20GMT	https://pixner.net/revest/revest/assets/images/testimonial/dot-map.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/testimonial/dot-map.png	(from https://pixner.net/revest/revest/index.html)
10:22:45	617/617	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:42:06%20GMT	https://pixner.net/revest/revest/assets/images/testimonial/quote.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/testimonial/quote.png	(from https://pixner.net/revest/revest/index.html)
10:22:45	4170/4170	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:42:06%20GMT	https://pixner.net/revest/revest/assets/images/testimonial/avatar.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/testimonial/avatar.png	(from https://pixner.net/revest/revest/index.html)
10:22:46	39348/39348	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:37:02%20GMT	https://pixner.net/revest/revest/assets/images/market-illustration.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/market-illustration.png	(from https://pixner.net/revest/revest/index.html)
10:22:47	798/798	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:34:12%20GMT	https://pixner.net/revest/revest/assets/images/arrow.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/arrow.png	(from https://pixner.net/revest/revest/index.html)
10:22:47	2704/2704	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2000:37:02%20GMT	https://pixner.net/revest/revest/assets/images/logo-light.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/logo-light.png	(from https://pixner.net/revest/revest/index.html)
10:22:48	1914/1914	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2001:07:56%20GMT	https://pixner.net/revest/revest/assets/images/footer/footer__left__circle.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/footer/footer__left__circle.png	(from https://pixner.net/revest/revest/index.html)
10:22:48	2370/2370	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2001:07:56%20GMT	https://pixner.net/revest/revest/assets/images/footer/footer__right__circle.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/footer/footer__right__circle.png	(from https://pixner.net/revest/revest/index.html)
10:22:49	8374/8374	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Apr%202022%2001:07:56%20GMT	https://pixner.net/revest/revest/assets/images/footer/footer__home___illustration.png	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/images/footer/footer__home___illustration.png	(from https://pixner.net/revest/revest/index.html)
10:22:50	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2013%20Mar%202022%2017:40:20%20GMT	https://pixner.net/revest/revest/assets/vendor/jquery/jquery-3.6.0.min.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/jquery/jquery-3.6.0.min.js	(from https://pixner.net/revest/revest/index.html)
10:22:51	78743/78743	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Jun%202021%2018:25:36%20GMT	https://pixner.net/revest/revest/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://pixner.net/revest/revest/index.html)
10:22:51	2942/2942	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2009%20May%202016%2004:32:26%20GMT	https://pixner.net/revest/revest/assets/vendor/nice-select/js/jquery.nice-select.min.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/nice-select/js/jquery.nice-select.min.js	(from https://pixner.net/revest/revest/index.html)
10:22:52	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2025%20Feb%202022%2017:20:44%20GMT	https://pixner.net/revest/revest/assets/vendor/magnific-popup/js/jquery.magnific-popup.min.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/magnific-popup/js/jquery.magnific-popup.min.js	(from https://pixner.net/revest/revest/index.html)
10:22:53	88955/88955	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Oct%202017%2006:49:30%20GMT	https://pixner.net/revest/revest/assets/vendor/slick/js/slick.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/slick/js/slick.js	(from https://pixner.net/revest/revest/index.html)
10:22:54	21066/21066	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2031%20Jan%202022%2016:41:52%20GMT	https://pixner.net/revest/revest/assets/vendor/shuffle/shuffle.min.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/shuffle/shuffle.min.js	(from https://pixner.net/revest/revest/index.html)
10:22:54	3581/3581	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Nov%202014%2004:33:48%20GMT	https://pixner.net/revest/revest/assets/vendor/downcount/jquery.downCount.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/downcount/jquery.downCount.js	(from https://pixner.net/revest/revest/index.html)
10:22:55	14516/14516	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2004:26:26%20GMT	https://pixner.net/revest/revest/assets/vendor/waypoints-js/jquery.waypoints.min.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/waypoints-js/jquery.waypoints.min.js	(from https://pixner.net/revest/revest/index.html)
10:22:56	1074/1074	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2004:25:50%20GMT	https://pixner.net/revest/revest/assets/vendor/counter-js/jquery.counterup.min.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/counter-js/jquery.counterup.min.js	(from https://pixner.net/revest/revest/index.html)
10:22:57	493567/493567	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2007%20May%202022%2014:26:02%20GMT	https://pixner.net/revest/revest/assets/vendor/apex-chart/apexcharts.min.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/apex-chart/apexcharts.min.js	(from https://pixner.net/revest/revest/index.html)
10:22:58	8155/8155	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2005%20Oct%202016%2000:29:14%20GMT	https://pixner.net/revest/revest/assets/vendor/wow/wow.min.js	C:/Users/Anoj%20Kumar/Desktop/real%20sata/m/pixner.net/revest/revest/assets/vendor/wow/wow.min.js	(from https://pixner.net/revest/revest/index.html)
